baseline,path,category,bytes,mechanical_check,manual_review,risk_pattern_hits,boundary
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/cont7.jpg","binary-asset","29821","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/cont7_mark.png","binary-asset","319639","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/cont8.jpg","binary-asset","29330","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/cont8_mark.png","binary-asset","340803","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/cont9.jpg","binary-asset","27954","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/cont9_mark.png","binary-asset","336160","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/fireclear.jpg","binary-asset","28811","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/fireclear_mark.png","binary-asset","328761","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/g1.jpg","binary-asset","35631","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/g1.png","binary-asset","390814","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/glove1.jpg","binary-asset","35709","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/glove1.png","binary-asset","390890","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/glove3_mark.png","binary-asset","317267","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/glove_exposed.jpg","binary-asset","28251","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/glove_exposed_mark.png","binary-asset","316222","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/glove_low.jpg","binary-asset","28244","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/glove_low_mark.png","binary-asset","316381","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/gloves2.jpg","binary-asset","34103","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/gloves2.png","binary-asset","372515","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/gloves_mark.png","binary-asset","300162","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/grass3.png","binary-asset","349974","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/grass_clear.jpg","binary-asset","32200","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/grass_clear.png","binary-asset","347947","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/grass_reveal_mark.png","binary-asset","362014","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/high.jpg","binary-asset","73885","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/live.jpg","binary-asset","43340","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/live_chunk.jpg","binary-asset","33303","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/live_marked.jpg","binary-asset","36348","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/live_marked.png","binary-asset","397342","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/live_small.jpg","binary-asset","24615","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/log_plan.jpg","binary-asset","34728","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/log_plan.png","binary-asset","380055","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/logs_cur.jpg","binary-asset","34309","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/logs_cur.png","binary-asset","373196","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark10.jpg","binary-asset","31798","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark10.png","binary-asset","330372","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark11.jpg","binary-asset","31262","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark11.png","binary-asset","324478","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark12.jpg","binary-asset","30706","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark12.png","binary-asset","311314","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark13.jpg","binary-asset","30104","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark13.png","binary-asset","301287","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark14.jpg","binary-asset","30235","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark14.png","binary-asset","299760","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark15.jpg","binary-asset","29667","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark15.png","binary-asset","290503","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark16.jpg","binary-asset","30445","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark16.png","binary-asset","307838","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark17.jpg","binary-asset","30454","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark17.png","binary-asset","300992","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark18.jpg","binary-asset","30176","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark18.png","binary-asset","305027","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark19.png","binary-asset","301504","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark2.jpg","binary-asset","33616","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark2.png","binary-asset","364645","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark20.jpg","binary-asset","29837","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark20.png","binary-asset","296834","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark21.png","binary-asset","301864","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark22.jpg","binary-asset","31052","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark22.png","binary-asset","293258","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark23.jpg","binary-asset","28968","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark23.png","binary-asset","289451","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark24.jpg","binary-asset","29583","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark24.png","binary-asset","290962","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark25.jpg","binary-asset","29748","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark25.png","binary-asset","294357","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark26.jpg","binary-asset","30001","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark26.png","binary-asset","305616","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark3.jpg","binary-asset","33755","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark3.png","binary-asset","376136","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark4.jpg","binary-asset","33374","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark4.png","binary-asset","362657","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark5.jpg","binary-asset","33216","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark5.png","binary-asset","357254","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark6.jpg","binary-asset","32708","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark6.png","binary-asset","351050","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark7.jpg","binary-asset","32665","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark7.png","binary-asset","348176","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark8.jpg","binary-asset","32553","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark8.png","binary-asset","344693","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark9.jpg","binary-asset","32389","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark9.png","binary-asset","335881","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/mark_yarn_one.png","binary-asset","389641","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/new0.jpg","binary-asset","33387","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/next_yarn.jpg","binary-asset","35403","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/next_yarn.png","binary-asset","399933","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/now.jpg","binary-asset","28808","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/plan1.jpg","binary-asset","34902","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/plan1.png","binary-asset","382743","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/plan_cabbage.jpg","binary-asset","34181","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/plan_cabbage.png","binary-asset","372591","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/pots_now.jpg","binary-asset","33140","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/pots_now.png","binary-asset","358582","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/purple_clear2.jpg","binary-asset","32647","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/purple_clear2.png","binary-asset","355572","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/q50.jpg","binary-asset","38524","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/retry_purple.png","binary-asset","370674","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/s1.jpg","binary-asset","36185","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/s1.png","binary-asset","396090","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/s2.jpg","binary-asset","35975","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/s2.png","binary-asset","395348","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/s2b.jpg","binary-asset","35975","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/s2b.png","binary-asset","395348","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/soda0.jpg","binary-asset","707","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/soda1.jpg","binary-asset","36717","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/soda_foreclick.jpg","binary-asset","37722","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/soda_play.jpg","binary-asset","37781","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/soda_play2.jpg","binary-asset","37994","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/soda_search.jpg","binary-asset","40125","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/stump2.jpg","binary-asset","33970","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/stump2.png","binary-asset","367893","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/stumps_mark.png","binary-asset","308335","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/t1.png","binary-asset","18727","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/t2.png","binary-asset","18785","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/t3.png","binary-asset","21951","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/t4.png","binary-asset","22015","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/t5-marked.png","binary-asset","25523","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/t5.png","binary-asset","23667","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/t6.png","binary-asset","24753","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/test_glove.jpg","binary-asset","28246","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/yarn2.jpg","binary-asset","34322","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/yarn2.png","binary-asset","375824","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/yarn3.jpg","binary-asset","33634","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/yarn3.png","binary-asset","373991","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/yarn_clear.jpg","binary-asset","34070","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/yarn_clear.png","binary-asset","377132","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/yarn_pair2.jpg","binary-asset","34301","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/yarn_pair2.png","binary-asset","376369","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/yarnclear.jpg","binary-asset","28017","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/shots/yarnclear_mark.png","binary-asset","323104","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/README.md","documentation","2549","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/act-bg.ps1","source-config","862","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/act.ps1","source-config","992","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/capture.cs","source-config","2460","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/info.ps1","source-config","1199","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/input.cs","source-config","1664","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/input2.cs","source-config","2515","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/keys.cs","source-config","3968","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/mark.cs","source-config","3630","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/mark.ps1","source-config","1212","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/ocr.ps1","source-config","2055","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/snap.ps1","source-config","1622","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/type.ps1","source-config","3174","text risk scan only; no platform compilation","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/截图标记与OCR详解.md","documentation","6947","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","computer-use/win/鼠标键盘与剪贴板详解.md","documentation","7216","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","docs-site/README.md","documentation","6927","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","docs-site/anchors.js","source-config","1325","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","docs-site/app.js","source-config","18967","Acorn syntax passed; not semantic certification","not independently semantically reviewed","9",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","docs-site/build.js","source-config","14872","Acorn syntax passed; not semantic certification","not independently semantically reviewed","1",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","docs-site/check-docs.js","source-config","9279","Acorn syntax passed; not semantic certification","not independently semantically reviewed","1",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","docs-site/content.js","generated-copy","4364986","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","docs-site/documentation-manifest.json","generated-copy","1374498","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","docs-site/documentation.config.json","source-config","15325","JSON parse passed; not schema certification","not independently semantically reviewed","0",""
